Cross,Total,Dedicated,Compatibilities,CapsuleCollections,PlantCount,SuccessRate,CleanedSeed,SeedPerCapsule,Program,Group,FemaleCode,MaleCode,FemaleParent,MaleParent,Parents
2x9,2,0,2,0,,0,0,,OSP,SHR,2,9,8022-001,9916-001,8022-001 x 9916-001
3x12,268,249,19,14,,0.05,3,1.5,OSP,SHR,3,12,8035-008,10076-036,8035-008 x 10076-036
3x6,21,0,21,0,,0,0,,OSP,SHR,3,6,8035-008,8737-015,8035-008 x 8737-015
3x16,18,0,18,0,,0,0,,OSP,SHR,3,16,8035-008,10410-009,8035-008 x 10410-009
3x13,13,0,13,0,,0,0,,OSP,SHR,3,13,8035-008,10287-077,8035-008 x 10287-077
3x14,13,0,13,0,,0,0,,OSP,SHR,3,14,8035-008,10287-082,8035-008 x 10287-082
3x15,9,0,9,0,,0,0,,OSP,SHR,3,15,8035-008,10430-003,8035-008 x 10430-003
3x9,6,0,6,0,,0,0,,OSP,SHR,3,9,8035-008,9916-001,8035-008 x 9916-001
4x12,236,216,20,10,,0.04,4,1,OSP,SHR,4,12,8407-043,10076-036,8407-043 x 10076-036
4x14,21,1,20,1,,0.05,0,,OSP,SHR,4,14,8407-043,10287-082,8407-043 x 10287-082
4x16,15,0,15,0,,0,0,,OSP,SHR,4,16,8407-043,10410-009,8407-043 x 10410-009
4x13,14,0,14,0,,0,0,,OSP,SHR,4,13,8407-043,10287-077,8407-043 x 10287-077
4x3,7,0,7,0,,0,0,,OSP,SHR,4,3,8407-043,8035-008,8407-043 x 8035-008
4x15,5,0,5,0,,0,0,,OSP,SHR,4,15,8407-043,10430-003,8407-043 x 10430-003
4x2,4,0,4,0,,0,0,,OSP,SHR,4,2,8407-043,8022-001,8407-043 x 8022-001
4x9,1,0,1,0,,0,0,,OSP,SHR,4,9,8407-043,9916-001,8407-043 x 9916-001
5x15,35,16,19,0,,0,0,,OSP,SHR,5,15,8410-001,10430-003,8410-001 x 10430-003
5x12,9,0,9,1,,0.11,0,,OSP,SHR,5,12,8410-001,10076-036,8410-001 x 10076-036
5x13,9,0,9,0,,0,0,,OSP,SHR,5,13,8410-001,10287-077,8410-001 x 10287-077
5x14,9,0,9,1,,0.11,0,,OSP,SHR,5,14,8410-001,10287-082,8410-001 x 10287-082
5x3,9,0,9,2,,0.22,0,,OSP,SHR,5,3,8410-001,8035-008,8410-001 x 8035-008
5x9,9,0,9,0,,0,0,,OSP,SHR,5,9,8410-001,9916-001,8410-001 x 9916-001
5x6,6,0,6,0,,0,0,,OSP,SHR,5,6,8410-001,8737-015,8410-001 x 8737-015
6x16,38,21,17,1,,0.03,0,,OSP,SHR,6,16,8737-015,10410-009,8737-015 x 10410-009
6x14,34,12,22,1,,0.03,0,,OSP,SHR,6,14,8737-015,10287-082,8737-015 x 10287-082
6x12,26,3,23,0,,0,0,,OSP,SHR,6,12,8737-015,10076-036,8737-015 x 10076-036
6x3,22,3,19,1,,0.05,1,1,OSP,SHR,6,3,8737-015,8035-008,8737-015 x 8035-008
6x15,9,0,9,0,,0,0,,OSP,SHR,6,15,8737-015,10430-003,8737-015 x 10430-003
6x9,6,0,6,0,,0,0,,OSP,SHR,6,9,8737-015,9916-001,8737-015 x 9916-001
6x2,5,0,5,0,,0,0,,OSP,SHR,6,2,8737-015,8022-001,8737-015 x 8022-001
7x9,47,28,19,0,,0,0,,OSP,SHR,7,9,9045-003,9916-001,9045-003 x 9916-001
7x14,19,0,19,2,,0.12,0,,OSP,SHR,7,14,9045-003,10287-082,9045-003 x 10287-082
7x12,9,0,9,0,,0,0,,OSP,SHR,7,12,9045-003,10076-036,9045-003 x 10076-036
8x15,187,173,14,1,,0.02,1,1,OSP,SHR,8,15,9461-011,10430-003,9461-011 x 10430-003
8x3,162,147,15,20,,0.2,0,,OSP,SHR,8,3,9461-011,8035-008,9461-011 x 8035-008
8x6,19,0,19,0,,0,0,,OSP,SHR,8,6,9461-011,8737-015,9461-011 x 8737-015
8x14,18,0,18,0,,0,0,,OSP,SHR,8,14,9461-011,10287-082,9461-011 x 10287-082
8x13,13,0,13,1,,0.08,1,1,OSP,SHR,8,13,9461-011,10287-077,9461-011 x 10287-077
8x9,8,0,8,0,,0,0,,OSP,SHR,8,9,9461-011,9916-001,9461-011 x 9916-001
8x16,1,1,0,0,,0,0,,OSP,SHR,8,16,9461-011,10410-009,9461-011 x 10410-009
9x15,11,1,10,0,,0,0,,OSP,SHR,9,15,9916-001,10430-003,9916-001 x 10430-003
9x12,10,0,10,0,,0,0,,OSP,SHR,9,12,9916-001,10076-036,9916-001 x 10076-036
9x14,10,0,10,0,,0,0,,OSP,SHR,9,14,9916-001,10287-082,9916-001 x 10287-082
9x3,10,0,10,0,,0,0,,OSP,SHR,9,3,9916-001,8035-008,9916-001 x 8035-008
9x2,9,0,9,0,,0,0,,OSP,SHR,9,2,9916-001,8022-001,9916-001 x 8022-001
9x6,2,0,2,0,,0,0,,OSP,SHR,9,6,9916-001,8737-015,9916-001 x 8737-015
11x15,80,76,4,1,,0.25,0,,OSP,SHR,11,15,9930-002,10430-003,9930-002 x 10430-003
11x12,2,0,2,0,,0,0,,OSP,SHR,11,12,9930-002,10076-036,9930-002 x 10076-036
11x13,2,0,2,0,,0,0,,OSP,SHR,11,13,9930-002,10287-077,9930-002 x 10287-077
11x14,2,0,2,0,,0,0,,OSP,SHR,11,14,9930-002,10287-082,9930-002 x 10287-082
11x3,2,0,2,0,,0,0,,OSP,SHR,11,3,9930-002,8035-008,9930-002 x 8035-008
12x3,511,487,24,109,,0.36,13,1.3,OSP,SHR,12,3,10076-036,8035-008,10076-036 x 8035-008
12x6,155,136,19,5,,0.03,5,1,OSP,SHR,12,6,10076-036,8737-015,10076-036 x 8737-015
12x16,65,47,18,8,,0.12,10,1.25,OSP,SHR,12,16,10076-036,10410-009,10076-036 x 10410-009
12x15,19,0,19,0,,0,0,,OSP,SHR,12,15,10076-036,10430-003,10076-036 x 10430-003
12x2,15,0,15,1,,0.07,0,,OSP,SHR,12,2,10076-036,8022-001,10076-036 x 8022-001
13x14,18,0,18,1,,0.06,1,1,OSP,SHR,13,14,10287-077,10287-082,10287-077 x 10287-082
13x3,18,0,18,0,,0,0,,OSP,SHR,13,3,10287-077,8035-008,10287-077 x 8035-008
13x15,17,0,17,0,,0,0,,OSP,SHR,13,15,10287-077,10430-003,10287-077 x 10430-003
13x2,16,0,16,0,,0,0,,OSP,SHR,13,2,10287-077,8022-001,10287-077 x 8022-001
13x16,15,0,15,0,,0,0,,OSP,SHR,13,16,10287-077,10410-009,10287-077 x 10410-009
13x9,15,0,15,1,,0.07,0,,OSP,SHR,13,9,10287-077,9916-001,10287-077 x 9916-001
13x7,5,0,5,0,,0,0,,OSP,SHR,13,7,10287-077,9045-003,10287-077 x 9045-003
14x13,351,313,38,16,,0.05,3,1,OSP,SHR,14,13,10287-082,10287-077,10287-082 x 10287-077
14x16,135,116,19,9,,0.08,6,1,OSP,SHR,14,16,10287-082,10410-009,10287-082 x 10410-009
14x15,94,75,19,3,,0.04,0,,OSP,SHR,14,15,10287-082,10430-003,10287-082 x 10430-003
14x6,30,0,30,0,,0,0,,OSP,SHR,14,6,10287-082,8737-015,10287-082 x 8737-015
14x12,28,0,28,0,,0,0,,OSP,SHR,14,12,10287-082,10076-036,10287-082 x 10076-036
14x2,21,0,21,1,,0.05,0,,OSP,SHR,14,2,10287-082,8022-001,10287-082 x 8022-001
14x9,17,0,17,0,,0,0,,OSP,SHR,14,9,10287-082,9916-001,10287-082 x 9916-001
14x7,15,0,15,0,,0,0,,OSP,SHR,14,7,10287-082,9045-003,10287-082 x 9045-003
14x3,11,11,0,2,,0.18,0,,OSP,SHR,14,3,10287-082,8035-008,10287-082 x 8035-008
15x12,28,9,19,0,,0,0,,OSP,SHR,15,12,10430-003,10076-036,10430-003 x 10076-036
15x14,20,1,19,0,,0,0,,OSP,SHR,15,14,10430-003,10287-082,10430-003 x 10287-082
15x3,12,0,12,0,,0,0,,OSP,SHR,15,3,10430-003,8035-008,10430-003 x 8035-008
15x13,6,0,6,0,,0,0,,OSP,SHR,15,13,10430-003,10287-077,10430-003 x 10287-077
15x8,3,3,0,0,,0,0,,OSP,SHR,15,8,10430-003,9461-011,10430-003 x 9461-011
15x2,2,0,2,0,,0,0,,OSP,SHR,15,2,10430-003,8022-001,10430-003 x 8022-001
15x6,1,0,1,0,,0,0,,OSP,SHR,15,6,10430-003,8737-015,10430-003 x 8737-015
16x14,152,140,12,20,,0.18,3,1.5,OSP,SHR,16,14,10410-009,10287-082,10410-009 x 10287-082
16x3,12,0,12,0,,0,0,,OSP,SHR,16,3,10410-009,8035-008,10410-009 x 8035-008
16x6,12,0,12,0,,0,0,,OSP,SHR,16,6,10410-009,8737-015,10410-009 x 8737-015
16x12,11,0,11,1,,0.09,1,1,OSP,SHR,16,12,10410-009,10076-036,10410-009 x 10076-036
16x13,11,0,11,0,,0,0,,OSP,SHR,16,13,10410-009,10287-077,10410-009 x 10287-077
16x2,4,0,4,0,,0,0,,OSP,SHR,16,2,10410-009,8022-001,10410-009 x 8022-001
16x9,4,0,4,0,,0,0,,OSP,SHR,16,9,10410-009,9916-001,10410-009 x 9916-001
140x155,179,160,19,10,,0.06,11,1.38,TSSP,SUC,140,155,MC16-0062,NC11-0632,MC16-0062 x NC11-0632
140x144,22,0,22,1,,0.05,5,5,TSSP,SUC,140,144,MC16-0062,NC15-0633,MC16-0062 x NC15-0633
140x153,18,0,18,1,,0.06,2,2,TSSP,SUC,140,153,MC16-0062,MC15-0673,MC16-0062 x MC15-0673
144x138,706,671,35,227,,0.51,136,1.37,TSSP,SUC,144,138,NC15-0633,Covington,NC15-0633 x Covington
144x145,332,304,28,123,,0.4,79,1.32,TSSP,SUC,144,145,NC15-0633,NC15-0650,NC15-0633 x NC15-0650
144x153,289,259,30,34,,0.22,0,,TSSP,SUC,144,153,NC15-0633,MC15-0673,NC15-0633 x MC15-0673
144x140,27,0,27,0,,0,0,,TSSP,SUC,144,140,NC15-0633,MC16-0062,NC15-0633 x MC16-0062
144x144,24,0,24,0,,0,0,,TSSP,SUC,144,144,NC15-0633,NC15-0633,NC15-0633 x NC15-0633
144x154,11,0,11,0,,0,0,,TSSP,SUC,144,154,NC15-0633,MC16-0036,NC15-0633 x MC16-0036
144x155,10,0,10,1,,0.1,1,1,TSSP,SUC,144,155,NC15-0633,NC11-0632,NC15-0633 x NC11-0632
145x144,473,454,19,160,,0.62,50,1.52,TSSP,SUC,145,144,NC15-0650,NC15-0633,NC15-0650 x NC15-0633
145x155,116,97,19,12,,0.1,11,1.38,TSSP,SUC,145,155,NC15-0650,NC11-0632,NC15-0650 x NC11-0632
145x153,19,0,19,0,,0,0,,TSSP,SUC,145,153,NC15-0650,MC15-0673,NC15-0650 x MC15-0673
153x138,443,424,19,159,,0.57,152,1.42,TSSP,SUC,153,138,MC15-0673,Covington,MC15-0673 x Covington
153x155,103,94,9,10,,0.1,11,1.1,TSSP,SUC,153,155,MC15-0673,NC11-0632,MC15-0673 x NC11-0632
153x140,19,0,19,15,,0.79,21,1.4,TSSP,SUC,153,140,MC15-0673,MC16-0062,MC15-0673 x MC16-0062
153x145,19,0,19,0,,0,0,,TSSP,SUC,153,145,MC15-0673,NC15-0650,MC15-0673 x NC15-0650
153x144,16,0,16,4,,0.25,7,1.75,TSSP,SUC,153,144,MC15-0673,NC15-0633,MC15-0673 x NC15-0633
153x153,16,0,16,0,,0,0,,TSSP,SUC,153,153,MC15-0673,MC15-0673,MC15-0673 x MC15-0673
153x154,8,0,8,1,,0.12,1,1,TSSP,SUC,153,154,MC15-0673,MC16-0036,MC15-0673 x MC16-0036
154x138,662,643,19,206,,0.33,115,1,TSSP,SUC,154,138,MC16-0036,Covington,MC16-0036 x Covington
154x155,141,122,19,11,,0.08,9,0.9,TSSP,SUC,154,155,MC16-0036,NC11-0632,MC16-0036 x NC11-0632
154x154,24,0,24,0,,0,0,,TSSP,SUC,154,154,MC16-0036,MC16-0036,MC16-0036 x MC16-0036
154x144,19,0,19,0,,0,0,,TSSP,SUC,154,144,MC16-0036,NC15-0633,MC16-0036 x NC15-0633
154x153,19,0,19,2,,0.11,3,1.5,TSSP,SUC,154,153,MC16-0036,MC15-0673,MC16-0036 x MC15-0673
155x140,284,272,12,85,,0.58,94,1.65,TSSP,SUC,155,140,NC11-0632,MC16-0062,NC11-0632 x MC16-0062
155x153,210,199,11,43,,0.22,30,1.11,TSSP,SUC,155,153,NC11-0632,MC15-0673,NC11-0632 x MC15-0673
155x155,17,0,17,0,,0,0,,TSSP,SUC,155,155,NC11-0632,NC11-0632,NC11-0632 x NC11-0632
155x138,16,0,16,1,,0.06,1,1,TSSP,SUC,155,138,NC11-0632,Covington,NC11-0632 x Covington
155x145,14,0,14,6,,0.43,7,1.17,TSSP,SUC,155,145,NC11-0632,NC15-0650,NC11-0632 x NC15-0650
155x154,10,0,10,0,,0,0,,TSSP,SUC,155,154,NC11-0632,MC16-0036,NC11-0632 x MC16-0036
155x144,8,0,8,1,,0.12,2,2,TSSP,SUC,155,144,NC11-0632,NC15-0633,NC11-0632 x NC15-0633
156x157,1,0,1,1,,,0,,TSSP,SUC,156,157,MC16-0298,MC17-0221,MC16-0298 x MC17-0221
137x147,1236,1216,20,562,,0.52,665,1.54,TSSP,TSSP,137,147,Bellevue,NC17-0308,Bellevue x NC17-0308
137x139,672,639,33,55,,0.11,0,,TSSP,TSSP,137,139,Bellevue,MC14-0264,Bellevue x MC14-0264
137x141,586,586,0,327,,0.67,0,,TSSP,TSSP,137,141,Bellevue,NC04-0531,Bellevue x NC04-0531
137x143,34,0,34,5,,0.15,4,0.8,TSSP,TSSP,137,143,Bellevue,NC15-0480,Bellevue x NC15-0480
137x142,28,0,28,0,,0,0,,TSSP,TSSP,137,142,Bellevue,NC13-0005,Bellevue x NC13-0005
137x144,27,0,27,2,,0.07,3,1.5,TSSP,TSSP,137,144,Bellevue,NC15-0633,Bellevue x NC15-0633
139x137,130,118,12,54,,0.44,27,1.69,TSSP,TSSP,139,137,MC14-0264,Bellevue,MC14-0264 x Bellevue
139x144,54,35,19,11,,0.24,0,,TSSP,TSSP,139,144,MC14-0264,NC15-0633,MC14-0264 x NC15-0633
139x146,28,9,19,9,,0.36,2,0.67,TSSP,TSSP,139,146,MC14-0264,NC16-0855,MC14-0264 x NC16-0855
139x138,19,0,19,0,,0,0,,TSSP,TSSP,139,138,MC14-0264,Covington,MC14-0264 x Covington
139x143,17,0,17,0,,0,0,,TSSP,TSSP,139,143,MC14-0264,NC15-0480,MC14-0264 x NC15-0480
139x147,15,0,15,5,,0.33,2,1,TSSP,TSSP,139,147,MC14-0264,NC17-0308,MC14-0264 x NC17-0308
139x139,9,0,9,0,,0,0,,TSSP,TSSP,139,139,MC14-0264,MC14-0264,MC14-0264 x MC14-0264
140x147,402,397,5,258,,0.72,368,1.96,TSSP,TSSP,140,147,MC16-0062,NC17-0308,MC16-0062 x NC17-0308
140x143,106,95,11,76,,0.72,63,1.8,TSSP,TSSP,140,143,MC16-0062,NC15-0480,MC16-0062 x NC15-0480
140x142,47,32,15,25,,0.62,12,2.4,TSSP,TSSP,140,142,MC16-0062,NC13-0005,MC16-0062 x NC13-0005
140x144,22,0,22,1,,0.05,5,5,TSSP,TSSP,140,144,MC16-0062,NC15-0633,MC16-0062 x NC15-0633
140x140,11,0,11,0,,0,0,,TSSP,TSSP,140,140,MC16-0062,MC16-0062,MC16-0062 x MC16-0062
140x146,9,0,9,2,,0.22,2,1,TSSP,TSSP,140,146,MC16-0062,NC16-0855,MC16-0062 x NC16-0855
141x147,127,112,15,118,,,108,2.12,TSSP,TSSP,141,147,NC04-0531,NC17-0308,NC04-0531 x NC17-0308
141x137,53,53,0,0,,,0,,TSSP,TSSP,141,137,NC04-0531,Bellevue,NC04-0531 x Bellevue
141x141,51,1,50,1,,0.02,0,,TSSP,TSSP,141,141,NC04-0531,NC04-0531,NC04-0531 x NC04-0531
141x146,37,22,15,29,,,14,2,TSSP,TSSP,141,146,NC04-0531,NC16-0855,NC04-0531 x NC16-0855
141x143,17,0,17,8,,0.47,17,2.12,TSSP,TSSP,141,143,NC04-0531,NC15-0480,NC04-0531 x NC15-0480
141x144,15,0,15,0,,0,0,,TSSP,TSSP,141,144,NC04-0531,NC15-0633,NC04-0531 x NC15-0633
142x143,111,99,12,14,,0.13,12,1.2,TSSP,TSSP,142,143,NC13-0005,NC15-0480,NC13-0005 x NC15-0480
142x147,51,40,11,2,,0.08,3,1.5,TSSP,TSSP,142,147,NC13-0005,NC17-0308,NC13-0005 x NC17-0308
142x137,13,0,13,0,,0,0,,TSSP,TSSP,142,137,NC13-0005,Bellevue,NC13-0005 x Bellevue
142x140,13,0,13,2,,0.15,3,1.5,TSSP,TSSP,142,140,NC13-0005,MC16-0062,NC13-0005 x MC16-0062
142x142,13,0,13,0,,0,0,,TSSP,TSSP,142,142,NC13-0005,NC13-0005,NC13-0005 x NC13-0005
142x144,11,0,11,0,,0,0,,TSSP,TSSP,142,144,NC13-0005,NC15-0633,NC13-0005 x NC15-0633
142x146,11,0,11,0,,0,0,,TSSP,TSSP,142,146,NC13-0005,NC16-0855,NC13-0005 x NC16-0855
142x145,1,1,0,1,,,0,,TSSP,TSSP,142,145,NC13-0005,NC15-0650,NC13-0005 x NC15-0650
143x137,160,141,19,106,,0.66,161,1.59,TSSP,TSSP,143,137,NC15-0480,Bellevue,NC15-0480 x Bellevue
143x147,114,95,19,56,,0.49,55,1.57,TSSP,TSSP,143,147,NC15-0480,NC17-0308,NC15-0480 x NC17-0308
143x141,109,90,19,84,,0.77,127,1.65,TSSP,TSSP,143,141,NC15-0480,NC04-0531,NC15-0480 x NC04-0531
143x145,46,27,19,19,,0.41,25,1.47,TSSP,TSSP,143,145,NC15-0480,NC15-0650,NC15-0480 x NC15-0650
143x138,19,0,19,0,,0,0,,TSSP,TSSP,143,138,NC15-0480,Covington,NC15-0480 x Covington
143x139,19,0,19,0,,0,0,,TSSP,TSSP,143,139,NC15-0480,MC14-0264,NC15-0480 x MC14-0264
143x140,19,0,19,7,,0.37,10,1.43,TSSP,TSSP,143,140,NC15-0480,MC16-0062,NC15-0480 x MC16-0062
143x142,19,0,19,6,,0.32,8,1.33,TSSP,TSSP,143,142,NC15-0480,NC13-0005,NC15-0480 x NC13-0005
143x143,19,0,19,0,,0,0,,TSSP,TSSP,143,143,NC15-0480,NC15-0480,NC15-0480 x NC15-0480
143x144,19,0,19,4,,0.21,5,1.25,TSSP,TSSP,143,144,NC15-0480,NC15-0633,NC15-0480 x NC15-0633
143x146,19,0,19,2,,0.11,3,1.5,TSSP,TSSP,143,146,NC15-0480,NC16-0855,NC15-0480 x NC16-0855
144x138,706,671,35,227,,0.51,136,1.37,TSSP,TSSP,144,138,NC15-0633,Covington,NC15-0633 x Covington
144x139,561,543,18,92,,0.22,42,1.11,TSSP,TSSP,144,139,NC15-0633,MC14-0264,NC15-0633 x MC14-0264
144x142,449,430,19,178,,0.44,194,1.34,TSSP,TSSP,144,142,NC15-0633,NC13-0005,NC15-0633 x NC13-0005
144x145,332,304,28,123,,0.4,79,1.32,TSSP,TSSP,144,145,NC15-0633,NC15-0650,NC15-0633 x NC15-0650
144x143,221,193,28,116,,0.52,137,1.4,TSSP,TSSP,144,143,NC15-0633,NC15-0480,NC15-0633 x NC15-0480
144x137,114,95,19,12,,0.11,16,1.33,TSSP,TSSP,144,137,NC15-0633,Bellevue,NC15-0633 x Bellevue
144x140,27,0,27,0,,0,0,,TSSP,TSSP,144,140,NC15-0633,MC16-0062,NC15-0633 x MC16-0062
144x141,27,0,27,0,,0,0,,TSSP,TSSP,144,141,NC15-0633,NC04-0531,NC15-0633 x NC04-0531
144x144,24,0,24,0,,0,0,,TSSP,TSSP,144,144,NC15-0633,NC15-0633,NC15-0633 x NC15-0633
144x146,24,0,24,3,,0.12,3,1,TSSP,TSSP,144,146,NC15-0633,NC16-0855,NC15-0633 x NC16-0855
144x147,24,0,24,6,,0.26,11,1.83,TSSP,TSSP,144,147,NC15-0633,NC17-0308,NC15-0633 x NC17-0308
145x144,473,454,19,160,,0.62,50,1.52,TSSP,TSSP,145,144,NC15-0650,NC15-0633,NC15-0650 x NC15-0633
145x146,353,344,9,211,,0.74,223,1.84,TSSP,TSSP,145,146,NC15-0650,NC16-0855,NC15-0650 x NC16-0855
145x143,124,114,10,86,,0.69,157,1.96,TSSP,TSSP,145,143,NC15-0650,NC15-0480,NC15-0650 x NC15-0480
145x142,9,0,9,4,,0.44,8,2,TSSP,TSSP,145,142,NC15-0650,NC13-0005,NC15-0650 x NC13-0005
145x147,9,0,9,0,,0,0,,TSSP,TSSP,145,147,NC15-0650,NC17-0308,NC15-0650 x NC17-0308
146x147,582,570,12,218,,0.4,189,1.09,TSSP,TSSP,146,147,NC16-0855,NC17-0308,NC16-0855 x NC17-0308
146x138,431,414,17,91,,0.25,64,1.56,TSSP,TSSP,146,138,NC16-0855,Covington,NC16-0855 x Covington
146x141,335,321,14,39,,0.38,3,1,TSSP,TSSP,146,141,NC16-0855,NC04-0531,NC16-0855 x NC04-0531
146x143,73,59,14,13,,0.18,13,1.08,TSSP,TSSP,146,143,NC16-0855,NC15-0480,NC16-0855 x NC15-0480
146x144,19,0,19,1,,0.05,1,1,TSSP,TSSP,146,144,NC16-0855,NC15-0633,NC16-0855 x NC15-0633
146x142,18,0,18,0,,0,0,,TSSP,TSSP,146,142,NC16-0855,NC13-0005,NC16-0855 x NC13-0005
146x139,15,0,15,1,,0.07,2,2,TSSP,TSSP,146,139,NC16-0855,MC14-0264,NC16-0855 x MC14-0264
146x140,14,0,14,2,,0.14,4,2,TSSP,TSSP,146,140,NC16-0855,MC16-0062,NC16-0855 x MC16-0062
146x145,14,0,14,4,,0.29,6,1.5,TSSP,TSSP,146,145,NC16-0855,NC15-0650,NC16-0855 x NC15-0650
146x146,14,0,14,0,,0,0,,TSSP,TSSP,146,146,NC16-0855,NC16-0855,NC16-0855 x NC16-0855
147x138,675,656,19,138,,0.24,113,1.35,TSSP,TSSP,147,138,NC17-0308,Covington,NC17-0308 x Covington
147x139,428,409,19,58,,0.14,54,1.15,TSSP,TSSP,147,139,NC17-0308,MC14-0264,NC17-0308 x MC14-0264
147x143,245,226,19,43,,0.18,39,1.11,TSSP,TSSP,147,143,NC17-0308,NC15-0480,NC17-0308 x NC15-0480
147x141,115,96,19,25,,0.53,4,1,TSSP,TSSP,147,141,NC17-0308,NC04-0531,NC17-0308 x NC04-0531
147x137,19,0,19,0,,0,0,,TSSP,TSSP,147,137,NC17-0308,Bellevue,NC17-0308 x Bellevue
147x140,19,0,19,4,,0.22,6,1.5,TSSP,TSSP,147,140,NC17-0308,MC16-0062,NC17-0308 x MC16-0062
147x142,19,0,19,0,,0,0,,TSSP,TSSP,147,142,NC17-0308,NC13-0005,NC17-0308 x NC13-0005
147x144,19,0,19,0,,0,0,,TSSP,TSSP,147,144,NC17-0308,NC15-0633,NC17-0308 x NC15-0633
147x146,19,0,19,0,,0,0,,TSSP,TSSP,147,146,NC17-0308,NC16-0855,NC17-0308 x NC16-0855
160x141,1736,1736,0,588,,0.51,0,,TSSP,TSSP,160,141,Beauregard,NC04-0531,Beauregard x NC04-0531
156x156,38,0,38,0,,0,0,,TSSP,YEL,156,156,MC16-0298,MC16-0298,MC16-0298 x MC16-0298
156x158,38,0,38,18,,0.47,24,1.33,TSSP,YEL,156,158,MC16-0298,NC15-0728B,MC16-0298 x NC15-0728B
156x159,20,0,20,0,,0,0,,TSSP,YEL,156,159,MC16-0298,NC16-0193,MC16-0298 x NC16-0193
157x158,363,325,38,169,,0.5,223,1.62,TSSP,YEL,157,158,MC17-0221,NC15-0728B,MC17-0221 x NC15-0728B
157x157,31,0,31,1,,0.03,1,1,TSSP,YEL,157,157,MC17-0221,MC17-0221,MC17-0221 x MC17-0221
157x159,14,0,14,0,,0,0,,TSSP,YEL,157,159,MC17-0221,NC16-0193,MC17-0221 x NC16-0193
158x157,313,285,28,186,,0.61,286,1.55,TSSP,YEL,158,157,NC15-0728B,MC17-0221,NC15-0728B x MC17-0221
158x156,247,221,26,113,,0.47,112,1.32,TSSP,YEL,158,156,NC15-0728B,MC16-0298,NC15-0728B x MC16-0298
158x158,26,0,26,0,,0,0,,TSSP,YEL,158,158,NC15-0728B,NC15-0728B,NC15-0728B x NC15-0728B
L14-14px152,2,2,0,0,,0,0,,,,,,,,
,1,0,1,0,,0,0,,,,,,,,
00x104,1,1,0,1,,,0,,,,,,,,
165x137165x137,1,1,0,1,,,0,,,,,,,,
101104,1,1,0,1,,1,0,,,,,,,,
116x139,15,15,0,15,,,0,,,,,,,,
7c94,1,1,0,0,,,0,,,,,,,,
108,1,0,1,0,,,0,,,,,,,,
152x147152x147,1,1,0,1,,,0,,,,,,,,
21,1,0,1,0,,,0,,,,,,,,
107x98107x98,1,1,0,1,,,0,,,,,,,,
L14-14px150,1,1,0,0,,0,0,,,,,,,,
x138,1,1,0,0,,,0,,,,,,,,
130X135,4,4,0,0,,0,0,,,,,,,,
99x100108x103,1,1,0,0,,0,0,,,,,,,,
40x4740x4740x47,1,1,0,0,,0,0,,,,,,,,
12x612x6,1,1,0,0,,0,0,,,,,,,,
"32x15,3",1,1,0,1,,,0,,,,,,,,
145X144,1,0,1,1,,,0,,,,,,,,
12x3312x33,1,1,0,0,,0,0,,,,,,,,
137X143,1,0,1,0,,0,0,,,,,,,,
130X104,3,3,0,0,,0,0,,,,,,,,
12x312x3,1,1,0,0,,0,0,,,,,,,,
135X136,3,3,0,0,,0,0,,,,,,,,
149x151149x151,1,1,0,1,,,0,,,,,,,,
86X82,16,16,0,0,,0,0,,,,,,,,
L14-14px151,2,2,0,0,,0,0,,,,,,,,
151,1,0,1,0,,,0,,,,,,,,
151x147137x147,1,1,0,0,,,0,,,,,,,,
1107x104,1,1,0,0,,0,0,,,,,,,,
