Cross,Total,Dedicated,Compatibilities,CapsuleCollections,PlantCount,SuccessRate,CleanedSeed,SeedPerCapsule,Program,Group,FemaleCode,MaleCode,FemaleParent,MaleParent,Parents
12x28,16,0,16,1,,0.06,1,1,OSP,BWR(RxR),12,28,10076-036,10405-003,10076-036 x 10405-003
12x23,15,0,15,0,,0,0,,OSP,BWR(RxR),12,23,10076-036,10075-001,10076-036 x 10075-001
12x27,14,0,14,0,,0,0,,OSP,BWR(RxR),12,27,10076-036,10405-002,10076-036 x 10405-002
12x24,5,0,5,0,,0,0,,OSP,BWR(RxR),12,24,10076-036,10430-001,10076-036 x 10430-001
15x23,7,0,7,0,,0,0,,OSP,BWR(RxR),15,23,10430-003,10075-001,10430-003 x 10075-001
15x17,3,0,3,0,,0,0,,OSP,BWR(RxR),15,17,10430-003,9031-031,10430-003 x 9031-031
17x12,2,0,2,0,,0,0,,OSP,BWR(RxR),17,12,9031-031,10076-036,9031-031 x 10076-036
17x15,2,0,2,0,,0,0,,OSP,BWR(RxR),17,15,9031-031,10430-003,9031-031 x 10430-003
17x3,2,0,2,0,,0,0,,OSP,BWR(RxR),17,3,9031-031,8035-008,9031-031 x 8035-008
17x4,2,0,2,0,,0,0,,OSP,BWR(RxR),17,4,9031-031,8407-043,9031-031 x 8407-043
17x5,2,0,2,0,,0,0,,OSP,BWR(RxR),17,5,9031-031,8410-001,9031-031 x 8410-001
17x23,1,0,1,0,,0,0,,OSP,BWR(RxR),17,23,9031-031,10075-001,9031-031 x 10075-001
18x4,5,0,5,0,,0,0,,OSP,BWR(RxR),18,4,9224-007,8407-043,9224-007 x 8407-043
18x23,1,0,1,0,,0,0,,OSP,BWR(RxR),18,23,9224-007,10075-001,9224-007 x 10075-001
23x15,59,41,18,0,,0,0,,OSP,BWR(RxR),23,15,10075-001,10430-003,10075-001 x 10430-003
23x12,18,0,18,0,,0,0,,OSP,BWR(RxR),23,12,10075-001,10076-036,10075-001 x 10076-036
23x27,16,0,16,0,,0,0,,OSP,BWR(RxR),23,27,10075-001,10405-002,10075-001 x 10405-002
23x3,16,0,16,0,,0,0,,OSP,BWR(RxR),23,3,10075-001,8035-008,10075-001 x 8035-008
23x5,16,0,16,0,,0,0,,OSP,BWR(RxR),23,5,10075-001,8410-001,10075-001 x 8410-001
23x4,15,0,15,1,,0.07,0,,OSP,BWR(RxR),23,4,10075-001,8407-043,10075-001 x 8407-043
23x28,13,0,13,0,,0,0,,OSP,BWR(RxR),23,28,10075-001,10405-003,10075-001 x 10405-003
23x25,12,2,10,0,,0,0,,OSP,BWR(RxR),23,25,10075-001,10430-002,10075-001 x 10430-002
23x29,9,0,9,0,,0,0,,OSP,BWR(RxR),23,29,10075-001,10406-003,10075-001 x 10406-003
23x6,8,0,8,0,,0,0,,OSP,BWR(RxR),23,6,10075-001,8737-015,10075-001 x 8737-015
23x17,3,0,3,0,,0,0,,OSP,BWR(RxR),23,17,10075-001,9031-031,10075-001 x 9031-031
23x18,2,0,2,0,,0,0,,OSP,BWR(RxR),23,18,10075-001,9224-007,10075-001 x 9224-007
23x7,2,0,2,0,,0,0,,OSP,BWR(RxR),23,7,10075-001,9045-003,10075-001 x 9045-003
24x15,4,0,4,0,,0,0,,OSP,BWR(RxR),24,15,10430-001,10430-003,10430-001 x 10430-003
24x3,3,0,3,0,,0,0,,OSP,BWR(RxR),24,3,10430-001,8035-008,10430-001 x 8035-008
24x5,3,0,3,0,,0,0,,OSP,BWR(RxR),24,5,10430-001,8410-001,10430-001 x 8410-001
24x4,2,0,2,0,,0,0,,OSP,BWR(RxR),24,4,10430-001,8407-043,10430-001 x 8407-043
24x12,1,0,1,0,,0,0,,OSP,BWR(RxR),24,12,10430-001,10076-036,10430-001 x 10076-036
27x6,15,5,10,1,,0.07,1,1,OSP,BWR(RxR),27,6,10405-002,8737-015,10405-002 x 8737-015
27x5,12,0,12,0,,0,0,,OSP,BWR(RxR),27,5,10405-002,8410-001,10405-002 x 8410-001
27x3,11,0,11,0,,0,0,,OSP,BWR(RxR),27,3,10405-002,8035-008,10405-002 x 8035-008
27x4,11,0,11,1,,0.12,0,,OSP,BWR(RxR),27,4,10405-002,8407-043,10405-002 x 8407-043
27x12,9,0,9,1,,0.11,0,,OSP,BWR(RxR),27,12,10405-002,10076-036,10405-002 x 10076-036
27x23,9,0,9,0,,0,0,,OSP,BWR(RxR),27,23,10405-002,10075-001,10405-002 x 10075-001
27x15,8,0,8,0,,0,0,,OSP,BWR(RxR),27,15,10405-002,10430-003,10405-002 x 10430-003
27x17,5,0,5,0,,0,0,,OSP,BWR(RxR),27,17,10405-002,9031-031,10405-002 x 9031-031
27x29,4,0,4,0,,0,0,,OSP,BWR(RxR),27,29,10405-002,10406-003,10405-002 x 10406-003
27x25,3,0,3,0,,0,0,,OSP,BWR(RxR),27,25,10405-002,10430-002,10405-002 x 10430-002
28x4,12,5,7,1,,0.08,0,,OSP,BWR(RxR),28,4,10405-003,8407-043,10405-003 x 8407-043
28x3,7,0,7,1,,0.14,2,2,OSP,BWR(RxR),28,3,10405-003,8035-008,10405-003 x 8035-008
28x23,5,0,5,0,,0,0,,OSP,BWR(RxR),28,23,10405-003,10075-001,10405-003 x 10075-001
28x15,3,0,3,0,,0,0,,OSP,BWR(RxR),28,15,10405-003,10430-003,10405-003 x 10430-003
28x29,3,0,3,0,,0,0,,OSP,BWR(RxR),28,29,10405-003,10406-003,10405-003 x 10406-003
28x5,3,0,3,0,,0,0,,OSP,BWR(RxR),28,5,10405-003,8410-001,10405-003 x 8410-001
28x12,2,0,2,0,,0,0,,OSP,BWR(RxR),28,12,10405-003,10076-036,10405-003 x 10076-036
28x25,2,0,2,0,,0,0,,OSP,BWR(RxR),28,25,10405-003,10430-002,10405-003 x 10430-002
28x6,2,0,2,0,,0,0,,OSP,BWR(RxR),28,6,10405-003,8737-015,10405-003 x 8737-015
28x18,1,0,1,0,,0,0,,OSP,BWR(RxR),28,18,10405-003,9224-007,10405-003 x 9224-007
29x3,8,0,8,0,,0,0,,OSP,BWR(RxR),29,3,10406-003,8035-008,10406-003 x 8035-008
29x6,7,0,7,0,,0,0,,OSP,BWR(RxR),29,6,10406-003,8737-015,10406-003 x 8737-015
29x4,5,0,5,0,,0,0,,OSP,BWR(RxR),29,4,10406-003,8407-043,10406-003 x 8407-043
29x5,5,0,5,0,,0,0,,OSP,BWR(RxR),29,5,10406-003,8410-001,10406-003 x 8410-001
29x27,4,0,4,0,,0,0,,OSP,BWR(RxR),29,27,10406-003,10405-002,10406-003 x 10405-002
29x12,3,0,3,0,,0,0,,OSP,BWR(RxR),29,12,10406-003,10076-036,10406-003 x 10076-036
29x15,3,0,3,0,,0,0,,OSP,BWR(RxR),29,15,10406-003,10430-003,10406-003 x 10430-003
29x23,3,0,3,0,,0,0,,OSP,BWR(RxR),29,23,10406-003,10075-001,10406-003 x 10075-001
29x28,3,0,3,0,,0,0,,OSP,BWR(RxR),29,28,10406-003,10405-003,10406-003 x 10405-003
29x18,1,0,1,0,,0,0,,OSP,BWR(RxR),29,18,10406-003,9224-007,10406-003 x 9224-007
115x124,301,291,10,17,1,0.06,11,1,OSP,CLM,115,124,9802-001,10437-007,9802-001 x 10437-007
115x118,11,0,11,0,1,0,0,,OSP,CLM,115,118,9802-001,9808-004,9802-001 x 9808-004
115x121,10,0,10,0,1,0,0,,OSP,CLM,115,121,9802-001,9824-096,9802-001 x 9824-096
115x127,9,0,9,1,1,0.11,1,1,OSP,CLM,115,127,9802-001,10416-003,9802-001 x 10416-003
115x122,8,0,8,0,1,0,0,,OSP,CLM,115,122,9802-001,Solar Tower Black,9802-001 x Solar Tower Black
115x119,7,0,7,0,1,0,0,,OSP,CLM,115,119,9802-001,9808-014,9802-001 x 9808-014
115x126,6,0,6,0,1,0,0,,OSP,CLM,115,126,9802-001,10412-001,9802-001 x 10412-001
115x129,6,0,6,1,1,0.17,1,1,OSP,CLM,115,129,9802-001,10433-007,9802-001 x 10433-007
116x129,112,105,7,14,1,0.12,1,1,OSP,CLM,116,129,9802-004,10433-007,9802-004 x 10433-007
116x118,13,0,13,0,1,0,0,,OSP,CLM,116,118,9802-004,9808-004,9802-004 x 9808-004
116x119,11,0,11,0,1,0,0,,OSP,CLM,116,119,9802-004,9808-014,9802-004 x 9808-014
116x121,10,0,10,0,1,0,0,,OSP,CLM,116,121,9802-004,9824-096,9802-004 x 9824-096
116x124,8,0,8,0,1,0,0,,OSP,CLM,116,124,9802-004,10437-007,9802-004 x 10437-007
116x126,6,0,6,0,1,0,0,,OSP,CLM,116,126,9802-004,10412-001,9802-004 x 10412-001
116x122,5,0,5,0,1,0,0,,OSP,CLM,116,122,9802-004,Solar Tower Black,9802-004 x Solar Tower Black
116x127,5,0,5,0,1,0,0,,OSP,CLM,116,127,9802-004,10416-003,9802-004 x 10416-003
117x121,508,489,19,172,2,0.4,24,1.5,OSP,CLM,117,121,9802-018,9824-096,9802-018 x 9824-096
117x122,145,134,11,4,1,0.03,2,1,OSP,CLM,117,122,9802-018,Solar Tower Black,9802-018 x Solar Tower Black
117x118,19,0,19,3,1,0.16,5,1.67,OSP,CLM,117,118,9802-018,9808-004,9802-018 x 9808-004
117x127,16,0,16,1,1,0.06,1,1,OSP,CLM,117,127,9802-018,10416-003,9802-018 x 10416-003
117x119,14,0,14,3,1,0.21,3,1,OSP,CLM,117,119,9802-018,9808-014,9802-018 x 9808-014
117x125,14,0,14,0,1,0,0,,OSP,CLM,117,125,9802-018,10437-014,9802-018 x 10437-014
117x129,11,0,11,0,1,0,0,,OSP,CLM,117,129,9802-018,10433-007,9802-018 x 10433-007
117x124,8,0,8,0,1,0,0,,OSP,CLM,117,124,9802-018,10437-007,9802-018 x 10437-007
118x127,257,247,10,20,1,0.08,22,1.16,OSP,CLM,118,127,9808-004,10416-003,9808-004 x 10416-003
118x122,11,0,11,1,1,0.11,1,1,OSP,CLM,118,122,9808-004,Solar Tower Black,9808-004 x Solar Tower Black
118x115,9,0,9,0,1,0,0,,OSP,CLM,118,115,9808-004,9802-001,9808-004 x 9802-001
118x117,8,0,8,6,1,0.75,6,1,OSP,CLM,118,117,9808-004,9802-018,9808-004 x 9802-018
118x126,8,0,8,0,1,0,0,,OSP,CLM,118,126,9808-004,10412-001,9808-004 x 10412-001
118x116,7,0,7,0,1,0,0,,OSP,CLM,118,116,9808-004,9802-004,9808-004 x 9802-004
118x124,5,0,5,0,1,0,0,,OSP,CLM,118,124,9808-004,10437-007,9808-004 x 10437-007
118x129,5,0,5,1,1,0.25,2,2,OSP,CLM,118,129,9808-004,10433-007,9808-004 x 10433-007
119x129,409,398,11,150,2,0.46,54,1.38,OSP,CLM,119,129,9808-014,10433-007,9808-014 x 10433-007
119x122,146,138,8,14,1,0.1,11,1.1,OSP,CLM,119,122,9808-014,Solar Tower Black,9808-014 x Solar Tower Black
119x126,19,0,19,0,1,0,0,,OSP,CLM,119,126,9808-014,10412-001,9808-014 x 10412-001
119x115,14,0,14,0,1,0,0,,OSP,CLM,119,115,9808-014,9802-001,9808-014 x 9802-001
119x117,14,0,14,7,1,0.5,12,1.71,OSP,CLM,119,117,9808-014,9802-018,9808-014 x 9802-018
119x127,14,0,14,3,1,0.21,3,1,OSP,CLM,119,127,9808-014,10416-003,9808-014 x 10416-003
119x116,12,0,12,0,1,0,0,,OSP,CLM,119,116,9808-014,9802-004,9808-014 x 9802-004
119x124,12,0,12,3,1,0.25,5,1.67,OSP,CLM,119,124,9808-014,10437-007,9808-014 x 10437-007
120x127,180,165,15,16,1,0.09,14,1,OSP,CLM,120,127,9824-032,10416-003,9824-032 x 10416-003
120x122,19,0,19,1,1,0.05,1,1,OSP,CLM,120,122,9824-032,Solar Tower Black,9824-032 x Solar Tower Black
120x123,19,0,19,1,1,0.05,1,1,OSP,CLM,120,123,9824-032,10446-002,9824-032 x 10446-002
120x124,19,0,19,4,1,0.21,4,1,OSP,CLM,120,124,9824-032,10437-007,9824-032 x 10437-007
120x125,19,0,19,1,1,0.05,1,1,OSP,CLM,120,125,9824-032,10437-014,9824-032 x 10437-014
120x129,19,0,19,1,1,0.06,1,1,OSP,CLM,120,129,9824-032,10433-007,9824-032 x 10433-007
121x127,118,115,3,4,2,0.05,3,1,OSP,CLM,121,127,9824-096,10416-003,9824-096 x 10416-003
121x115,5,0,5,0,1,0,0,,OSP,CLM,121,115,9824-096,9802-001,9824-096 x 9802-001
121x126,5,0,5,0,1,0,0,,OSP,CLM,121,126,9824-096,10412-001,9824-096 x 10412-001
121x116,3,0,3,0,1,0,0,,OSP,CLM,121,116,9824-096,9802-004,9824-096 x 9802-004
121x124,3,0,3,0,1,0,0,,OSP,CLM,121,124,9824-096,10437-007,9824-096 x 10437-007
121x117,2,0,2,2,1,1,3,1.5,OSP,CLM,121,117,9824-096,9802-018,9824-096 x 9802-018
121x122,2,0,2,0,1,0,0,,OSP,CLM,121,122,9824-096,Solar Tower Black,9824-096 x Solar Tower Black
121x123,2,0,2,0,1,0,0,,OSP,CLM,121,123,9824-096,10446-002,9824-096 x 10446-002
121x125,2,0,2,0,1,0,0,,OSP,CLM,121,125,9824-096,10437-014,9824-096 x 10437-014
121x128,2,0,2,0,1,0,0,,OSP,CLM,121,128,9824-096,10433-001,9824-096 x 10433-001
121x129,2,0,2,0,1,0,0,,OSP,CLM,121,129,9824-096,10433-007,9824-096 x 10433-007
122x126,17,14,3,4,1,0.24,2,2,OSP,CLM,122,126,Solar Tower Black,10412-001,Solar Tower Black x 10412-001
122x120,10,0,10,5,1,0.5,6,1.2,OSP,CLM,122,120,Solar Tower Black,9824-032,Solar Tower Black x 9824-032
122x121,9,0,9,2,1,0.22,4,2,OSP,CLM,122,121,Solar Tower Black,9824-096,Solar Tower Black x 9824-096
122x128,9,0,9,0,1,0,0,,OSP,CLM,122,128,Solar Tower Black,10433-001,Solar Tower Black x 10433-001
122x116,7,0,7,5,1,0.71,6,1.2,OSP,CLM,122,116,Solar Tower Black,9802-004,Solar Tower Black x 9802-004
122x129,7,0,7,2,1,0.29,2,1,OSP,CLM,122,129,Solar Tower Black,10433-007,Solar Tower Black x 10433-007
122x115,6,0,6,2,1,0.33,2,1,OSP,CLM,122,115,Solar Tower Black,9802-001,Solar Tower Black x 9802-001
122x117,6,0,6,0,1,0,0,,OSP,CLM,122,117,Solar Tower Black,9802-018,Solar Tower Black x 9802-018
122x118,6,0,6,1,1,0.17,2,2,OSP,CLM,122,118,Solar Tower Black,9808-004,Solar Tower Black x 9808-004
122x119,6,0,6,2,1,0.33,3,1.5,OSP,CLM,122,119,Solar Tower Black,9808-014,Solar Tower Black x 9808-014
122x124,5,0,5,1,1,0.2,1,1,OSP,CLM,122,124,Solar Tower Black,10437-007,Solar Tower Black x 10437-007
122x127,4,0,4,0,1,0,0,,OSP,CLM,122,127,Solar Tower Black,10416-003,Solar Tower Black x 10416-003
123x124,66,62,4,3,1,0.06,3,1,OSP,CLM,123,124,10446-002,10437-007,10446-002 x 10437-007
123x125,6,0,6,2,1,0.33,2,1,OSP,CLM,123,125,10446-002,10437-014,10446-002 x 10437-014
123x121,4,0,4,3,1,0.75,3,1,OSP,CLM,123,121,10446-002,9824-096,10446-002 x 9824-096
123x126,4,0,4,0,1,0,0,,OSP,CLM,123,126,10446-002,10412-001,10446-002 x 10412-001
124x121,252,244,8,58,1,0.28,5,0.62,OSP,CLM,124,121,10437-007,9824-096,10437-007 x 9824-096
124x123,190,184,6,27,1,0.2,2,1,OSP,CLM,124,123,10437-007,10446-002,10437-007 x 10446-002
124x125,7,0,7,0,1,0,0,,OSP,CLM,124,125,10437-007,10437-014,10437-007 x 10437-014
124x122,6,0,6,0,1,0,0,,OSP,CLM,124,122,10437-007,Solar Tower Black,10437-007 x Solar Tower Black
124x126,5,0,5,0,1,0,0,,OSP,CLM,124,126,10437-007,10412-001,10437-007 x 10412-001
124x127,5,0,5,0,1,0,0,,OSP,CLM,124,127,10437-007,10416-003,10437-007 x 10416-003
125x123,216,210,6,18,1,0.12,7,1.4,OSP,CLM,125,123,10437-014,10446-002,10437-014 x 10446-002
125x121,8,0,8,6,1,0.75,7,1.17,OSP,CLM,125,121,10437-014,9824-096,10437-014 x 9824-096
125x126,7,0,7,0,1,0,0,,OSP,CLM,125,126,10437-014,10412-001,10437-014 x 10412-001
125x124,5,0,5,0,1,0,0,,OSP,CLM,125,124,10437-014,10437-007,10437-014 x 10437-007
126x129,340,330,10,68,1,0.27,23,1.28,OSP,CLM,126,129,10412-001,10433-007,10412-001 x 10433-007
126x127,319,309,10,24,2,0.09,9,0.9,OSP,CLM,126,127,10412-001,10416-003,10412-001 x 10416-003
126x115,14,0,14,0,1,0,0,,OSP,CLM,126,115,10412-001,9802-001,10412-001 x 9802-001
126x116,13,0,13,0,1,0,0,,OSP,CLM,126,116,10412-001,9802-004,10412-001 x 9802-004
126x118,13,0,13,0,1,0,0,,OSP,CLM,126,118,10412-001,9808-004,10412-001 x 9808-004
126x119,13,0,13,0,1,0,0,,OSP,CLM,126,119,10412-001,9808-014,10412-001 x 9808-014
126x123,13,0,13,6,1,0.46,7,1.17,OSP,CLM,126,123,10412-001,10446-002,10412-001 x 10446-002
126x121,12,0,12,0,1,0,0,,OSP,CLM,126,121,10412-001,9824-096,10412-001 x 9824-096
126x122,11,0,11,2,1,0.18,2,1,OSP,CLM,126,122,10412-001,Solar Tower Black,10412-001 x Solar Tower Black
126x124,11,0,11,3,1,0.27,3,1,OSP,CLM,126,124,10412-001,10437-007,10412-001 x 10437-007
126x128,10,0,10,0,1,0,0,,OSP,CLM,126,128,10412-001,10433-001,10412-001 x 10433-001
126x125,9,0,9,1,1,0.11,1,1,OSP,CLM,126,125,10412-001,10437-014,10412-001 x 10437-014
127x128,7,0,7,0,1,0,0,,OSP,CLM,127,128,10416-003,10433-001,10416-003 x 10433-001
127x126,5,0,5,0,1,0,0,,OSP,CLM,127,126,10416-003,10412-001,10416-003 x 10412-001
127x129,4,0,4,0,1,0,0,,OSP,CLM,127,129,10416-003,10433-007,10416-003 x 10433-007
127x119,2,0,2,0,1,0,0,,OSP,CLM,127,119,10416-003,9808-014,10416-003 x 9808-014
127x120,2,0,2,0,1,0,0,,OSP,CLM,127,120,10416-003,9824-032,10416-003 x 9824-032
127x121,2,0,2,0,1,0,0,,OSP,CLM,127,121,10416-003,9824-096,10416-003 x 9824-096
127x122,2,0,2,0,1,0,0,,OSP,CLM,127,122,10416-003,Solar Tower Black,10416-003 x Solar Tower Black
127x115,1,0,1,0,1,0,0,,OSP,CLM,127,115,10416-003,9802-001,10416-003 x 9802-001
127x116,1,0,1,1,1,1,2,2,OSP,CLM,127,116,10416-003,9802-004,10416-003 x 9802-004
127x117,1,0,1,0,1,0,0,,OSP,CLM,127,117,10416-003,9802-018,10416-003 x 9802-018
127x118,1,0,1,0,1,0,0,,OSP,CLM,127,118,10416-003,9808-004,10416-003 x 9808-004
127x124,1,0,1,0,1,0,0,,OSP,CLM,127,124,10416-003,10437-007,10416-003 x 10437-007
128x122,45,36,9,6,1,0.13,1,1,OSP,CLM,128,122,10433-001,Solar Tower Black,10433-001 x Solar Tower Black
128x126,13,0,13,0,1,0,0,,OSP,CLM,128,126,10433-001,10412-001,10433-001 x 10412-001
128x121,8,0,8,0,1,0,0,,OSP,CLM,128,121,10433-001,9824-096,10433-001 x 9824-096
128x127,7,0,7,0,1,0,0,,OSP,CLM,128,127,10433-001,10416-003,10433-001 x 10416-003
129x121,38,36,2,12,1,0.38,1,1,OSP,CLM,129,121,10433-007,9824-096,10433-007 x 9824-096
129x118,11,8,3,4,1,0.5,2,1,OSP,CLM,129,118,10433-007,9808-004,10433-007 x 9808-004
129x117,5,0,5,0,1,0,0,,OSP,CLM,129,117,10433-007,9802-018,10433-007 x 9802-018
129x115,3,0,3,3,1,1,4,1.33,OSP,CLM,129,115,10433-007,9802-001,10433-007 x 9802-001
129x116,2,0,2,1,1,0.5,1,1,OSP,CLM,129,116,10433-007,9802-004,10433-007 x 9802-004
129x119,2,0,2,1,1,0.5,1,1,OSP,CLM,129,119,10433-007,9808-014,10433-007 x 9808-014
129x120,2,0,2,0,1,0,0,,OSP,CLM,129,120,10433-007,9824-032,10433-007 x 9824-032
129x122,2,0,2,0,1,0,0,,OSP,CLM,129,122,10433-007,Solar Tower Black,10433-007 x Solar Tower Black
129x124,1,0,1,0,1,0,0,,OSP,CLM,129,124,10433-007,10437-007,10433-007 x 10437-007
129x126,1,0,1,0,1,0,0,,OSP,CLM,129,126,10433-007,10412-001,10433-007 x 10412-001
129x127,1,0,1,0,1,0,0,,OSP,CLM,129,127,10433-007,10416-003,10433-007 x 10416-003
12x16,65,47,18,8,,0.12,10,1.25,OSP,GREY,12,16,10076-036,10410-009,10076-036 x 10410-009
12x135,36,36,0,13,,0.36,0,,OSP,GREY,12,135,10076-036,Russell Selection,10076-036 x Russell Selection
12x130,13,13,0,0,,,0,,OSP,GREY,12,130,10076-036,7362-001,10076-036 x 7362-001
14x16,135,116,19,9,,0.08,6,1,OSP,GREY,14,16,10287-082,10410-009,10287-082 x 10410-009
14x12,28,0,28,0,,0,0,,OSP,GREY,14,12,10287-082,10076-036,10287-082 x 10076-036
61x135,7,7,0,0,,0,0,,OSP,GREY,61,135,8226-013,Russell Selection,8226-013 x Russell Selection
61x130,6,6,0,0,,0,0,,OSP,GREY,61,130,8226-013,7362-001,8226-013 x 7362-001
64x135,1,1,0,1,,,0,,OSP,GREY,64,135,8924-007,Russell Selection,8924-007 x Russell Selection
65x137,1,1,0,0,,0,0,,OSP,GREY,65,137,8937-001,Bellevue,8937-001 x Bellevue
74x135,4,4,0,1,,0.25,0,,OSP,GREY,74,135,9609-007,Russell Selection,9609-007 x Russell Selection
104x130,34,34,0,5,,0.17,0,,OSP,GREY,104,130,8828-052,7362-001,8828-052 x 7362-001
104x135,8,8,0,1,,0.12,0,,OSP,GREY,104,135,8828-052,Russell Selection,8828-052 x Russell Selection
107x136,185,166,19,19,,0.35,11,2.2,OSP,GREY,107,136,10247-001,Tricolor,10247-001 x Tricolor
107x135,28,9,19,2,,0.07,0,,OSP,GREY,107,135,10247-001,Russell Selection,10247-001 x Russell Selection
107x130,19,0,19,0,,0,0,,OSP,GREY,107,130,10247-001,7362-001,10247-001 x 7362-001
108x130,4,4,0,0,,0,0,,OSP,GREY,108,130,10248-023,7362-001,10248-023 x 7362-001
130x135,127,70,57,3,,0.03,0,,OSP,GREY,130,135,7362-001,Russell Selection,7362-001 x Russell Selection
130x136,66,8,58,9,,0.14,0,,OSP,GREY,130,136,7362-001,Tricolor,7362-001 x Tricolor
130x104,55,55,0,7,,0.16,0,,OSP,GREY,130,104,7362-001,8828-052,7362-001 x 8828-052
130x74,53,36,17,5,,0.1,0,,OSP,GREY,130,74,7362-001,9609-007,7362-001 x 9609-007
130x108,48,48,0,3,,0.07,0,,OSP,GREY,130,108,7362-001,10248-023,7362-001 x 10248-023
130x107,22,3,19,2,,0.12,0,,OSP,GREY,130,107,7362-001,10247-001,7362-001 x 10247-001
130x12,18,0,18,0,,0,0,,OSP,GREY,130,12,7362-001,10076-036,7362-001 x 10076-036
130x102,10,10,0,4,,0.4,0,,OSP,GREY,130,102,7362-001,8819-012,7362-001 x 8819-012
130x140,10,10,0,0,,0,0,,OSP,GREY,130,140,7362-001,MC16-0062,7362-001 x MC16-0062
130x106,5,5,0,0,,0,0,,OSP,GREY,130,106,7362-001,9429-024,7362-001 x 9429-024
130x5,5,5,0,0,,0,0,,OSP,GREY,130,5,7362-001,8410-001,7362-001 x 8410-001
130x80,5,0,5,0,,0,0,,OSP,GREY,130,80,7362-001,9883-004,7362-001 x 9883-004
130x85,5,0,5,0,,0,0,,OSP,GREY,130,85,7362-001,10204-052,7362-001 x 10204-052
130x105,4,4,0,0,,0,0,,OSP,GREY,130,105,7362-001,9429-020,7362-001 x 9429-020
130x76,3,3,0,3,,1,0,,OSP,GREY,130,76,7362-001,9753-001,7362-001 x 9753-001
130x98,3,3,0,3,,,0,,OSP,GREY,130,98,7362-001,8231-024,7362-001 x 8231-024
130x75,2,2,0,2,,1,0,,OSP,GREY,130,75,7362-001,9704-023,7362-001 x 9704-023
130x99,2,2,0,0,,0,0,,OSP,GREY,130,99,7362-001,8544-020,7362-001 x 8544-020
130x103,1,1,0,0,,0,0,,OSP,GREY,130,103,7362-001,8828-029,7362-001 x 8828-029
130x204,1,1,0,0,,,0,,OSP,GREY,130,204,7362-001,,
135x130,56,4,52,0,,0,0,,OSP,GREY,135,130,Russell Selection,7362-001,Russell Selection x 7362-001
135x136,42,10,32,27,,0.64,9,0.82,OSP,GREY,135,136,Russell Selection,Tricolor,Russell Selection x Tricolor
135x74,33,14,19,8,,0.25,1,1,OSP,GREY,135,74,Russell Selection,9609-007,Russell Selection x 9609-007
135x12,27,8,19,2,,0.07,1,1,OSP,GREY,135,12,Russell Selection,10076-036,Russell Selection x 10076-036
135x104,15,15,0,3,,0.2,0,,OSP,GREY,135,104,Russell Selection,8828-052,Russell Selection x 8828-052
135x107,14,3,11,1,,0.08,0,,OSP,GREY,135,107,Russell Selection,10247-001,Russell Selection x 10247-001
135x80,5,0,5,0,,0,0,,OSP,GREY,135,80,Russell Selection,9883-004,Russell Selection x 9883-004
135x105,4,4,0,0,,0,0,,OSP,GREY,135,105,Russell Selection,9429-020,Russell Selection x 9429-020
135x16,4,0,4,0,,0,0,,OSP,GREY,135,16,Russell Selection,10410-009,Russell Selection x 10410-009
135x75,3,3,0,0,,0,0,,OSP,GREY,135,75,Russell Selection,9704-023,Russell Selection x 9704-023
135x100,2,2,0,0,,0,0,,OSP,GREY,135,100,Russell Selection,8553-017,Russell Selection x 8553-017
135x102,2,2,0,0,,0,0,,OSP,GREY,135,102,Russell Selection,8819-012,Russell Selection x 8819-012
135x103,2,2,0,0,,0,0,,OSP,GREY,135,103,Russell Selection,8828-029,Russell Selection x 8828-029
135x61,2,2,0,0,,0,0,,OSP,GREY,135,61,Russell Selection,8226-013,Russell Selection x 8226-013
135x76,2,2,0,0,,0,0,,OSP,GREY,135,76,Russell Selection,9753-001,Russell Selection x 9753-001
135x85,2,0,2,0,,0,0,,OSP,GREY,135,85,Russell Selection,10204-052,Russell Selection x 10204-052
135x98,2,2,0,0,,0,0,,OSP,GREY,135,98,Russell Selection,8231-024,Russell Selection x 8231-024
135x99,2,2,0,0,,0,0,,OSP,GREY,135,99,Russell Selection,8544-020,Russell Selection x 8544-020
135x108,1,1,0,0,,0,0,,OSP,GREY,135,108,Russell Selection,10248-023,Russell Selection x 10248-023
136x107,92,82,10,24,,0.52,0,,OSP,GREY,136,107,Tricolor,10247-001,Tricolor x 10247-001
136x130,43,7,36,1,,0.02,0,,OSP,GREY,136,130,Tricolor,7362-001,Tricolor x 7362-001
136x135,43,12,31,4,,0.09,0,,OSP,GREY,136,135,Tricolor,Russell Selection,Tricolor x Russell Selection
136x74,17,0,17,0,,0,0,,OSP,GREY,136,74,Tricolor,9609-007,Tricolor x 9609-007
136x12,16,0,16,0,,0,0,,OSP,GREY,136,12,Tricolor,10076-036,Tricolor x 10076-036
136x104,13,13,0,9,,,0,,OSP,GREY,136,104,Tricolor,8828-052,Tricolor x 8828-052
136x99,8,8,0,3,,0.6,0,,OSP,GREY,136,99,Tricolor,8544-020,Tricolor x 8544-020
136x85,5,0,5,1,,0.2,1,1,OSP,GREY,136,85,Tricolor,10204-052,Tricolor x 10204-052
136x80,4,0,4,1,,0.25,0,,OSP,GREY,136,80,Tricolor,9883-004,Tricolor x 9883-004
136x98,4,4,0,0,,0,0,,OSP,GREY,136,98,Tricolor,8231-024,Tricolor x 8231-024
136x102,2,2,0,0,,0,0,,OSP,GREY,136,102,Tricolor,8819-012,Tricolor x 8819-012
